employee_code,full_name,department,salary_millimes,hire_date,month_elapsed_pct,salary_tier,tenure_months,past_advance_count,on_time_repayment_rate,dept_attrition_rate,performance_score,has_active_advance,days_since_last_advance,existing_debt_ratio,requested_amount_pct,true_max_pct
EMP04482,Rim Belhadj,Sales,2448797,2019-11-13,0.5484,1,81.1,5,0.8545,0.1487,3.5,0,34,0.0429,30.66,23.814623576058484
EMP04483,Leila Dridi,Finance,7820092,2023-11-27,0.3333,2,23.5,2,0.8852,0.0911,4.0,0,297,0.0109,40.05,18.46206922872802
EMP04484,Fatma Cherif,Support,1189991,2025-12-10,0.2333,0,3.9,1,0.7679,0.1341,2.5,0,28,0.3083,39.67,2.8925726354371997
EMP04485,Samira Elloumi,Support,1499739,2009-11-28,0.0645,0,195.1,12,0.8102,0.1919,2.0,0,211,0.1655,9.44,2.0265425425143944
EMP04486,Nadia Trabelsi,Engineering,3900167,2025-03-25,0.129,2,13.3,1,0.675,0.1155,4.5,1,36,0.3532,47.86,0.0
EMP04487,Ahlem Ferchichi,Logistics,1245321,2025-04-21,0.6129,0,9.0,1,0.903,0.1184,2.5,0,356,0.0217,37.09,19.65875472465504
EMP04488,Rym Zouari,Support,923858,2008-03-02,0.5333,0,219.4,32,0.9364,0.1002,2.5,0,13,0.0212,5.55,24.234559916231547
EMP04489,Wafa Gharbi,Finance,5953659,2025-10-07,0.2581,2,5.0,1,0.6616,0.1075,4.5,1,42,0.365,10.66,0.0020297483921831727
EMP04490,Salma Jedidi,Sales,3300896,2025-09-01,0.8387,1,3.8,0,0.788,0.1975,3.0,0,365,0.1405,44.64,25.390940722207187
EMP04491,Karim Laabidi,Logistics,1162289,2017-04-29,0.9677,0,104.0,1,0.8244,0.1567,2.5,0,357,0.0806,28.86,29.230559048964086
EMP04492,Imed Elloumi,Logistics,4850553,2026-04-28,0.9333,2,2.0,1,0.8974,0.1736,4.0,0,252,0.071,3.26,9.270910842403437
EMP04493,Walid Laabidi,Support,1485544,2022-05-21,0.7097,0,44.1,3,0.7786,0.2333,3.0,1,7,0.3091,3.18,11.399496787867413
EMP04494,Aymen Ayari,Engineering,7872006,2025-03-05,0.25,2,11.1,0,0.9424,0.0701,4.0,0,365,0.0478,15.26,14.838817559690652
EMP04495,Maher Boukthir,Logistics,1250536,2026-05-02,0.1,0,1.1,0,0.9313,0.1096,2.5,0,365,0.0049,47.02,0.7993374318934207
EMP04496,Leila Saidi,Engineering,1388891,2021-10-08,0.5714,0,52.3,5,0.8712,0.062,3.0,0,353,0.0728,45.5,20.58490356878304
EMP04497,Olfa Ferchichi,Logistics,1334643,2026-01-14,0.2903,0,1.8,0,0.9799,0.1756,2.5,0,365,0.0705,45.77,2.599041640078677
EMP04498,Ahmed Gharbi,Sales,2934384,2024-06-12,0.5161,1,19.2,2,0.8398,0.2472,3.0,0,56,0.1272,31.72,19.2038482242964
EMP04499,Dorra Laabidi,Engineering,2255344,2025-10-24,0.75,1,3.9,0,0.8137,0.0659,3.5,0,365,0.0887,13.11,24.552899026013954
EMP04500,Karim Saidi,Logistics,5370724,2025-10-16,0.9,2,8.3,1,0.7528,0.2136,4.0,0,333,0.3807,43.6,25.990186211354718
EMP04501,Rachid Ayari,Engineering,7799430,2026-03-16,1.0,2,1.5,0,0.8284,0.0906,4.5,0,365,0.0968,48.84,10.395399418774588
EMP04502,Samira Boukthir,Engineering,2575109,2024-08-10,0.4839,1,26.1,2,0.7266,0.1698,3.0,0,325,0.4052,45.71,13.777365801662548
EMP04503,Amine Gharbi,Logistics,6482909,2026-06-16,0.8065,2,1.3,0,0.9226,0.1958,4.0,1,365,0.4345,49.57,5.215562763475437
EMP04504,Fatma Meddeb,Engineering,3199288,2022-11-24,0.8387,1,35.1,1,0.9022,0.1313,3.0,0,152,0.0654,30.38,31.239349291562093
EMP04505,Nizar Jedidi,Logistics,1490256,2011-06-22,0.1613,0,176.4,6,0.8569,0.1222,2.5,0,311,0.1494,41.32,5.62585748477796
EMP04506,Salma Dridi,Support,2302155,2019-06-05,0.0357,1,79.9,4,0.7734,0.2246,3.0,1,14,0.3186,13.63,0.0
EMP04507,Rym Gharbi,Logistics,1326967,2025-08-22,0.6452,0,8.9,0,0.7355,0.1135,3.0,1,365,0.5337,5.02,1.8066508856432912
EMP04508,Firas Boughanmi,Engineering,6356150,2025-12-13,0.7419,2,1.3,1,0.8205,0.1466,4.5,0,181,0.2256,19.98,7.575708613516156
EMP04509,Rania Ferchichi,Logistics,5917391,2017-01-04,0.0968,2,116.9,13,0.7999,0.0954,4.0,0,49,0.0913,49.27,5.0
EMP04510,Leila Boukthir,Engineering,3374672,2024-04-20,0.1786,1,21.6,2,0.9243,0.0549,4.0,0,232,0.0062,11.88,12.430118958060513
EMP04511,Mohamed Nasri,Support,2764187,2017-05-18,0.8667,1,107.3,3,0.9413,0.2215,3.0,0,291,0.0515,43.52,32.3791080745531
EMP04512,Nesrine Saidi,Engineering,2875920,2025-06-25,0.0968,1,5.3,0,0.9977,0.1687,3.0,0,365,0.004,13.24,5.0
EMP04513,Riadh Boujemaa,Finance,2335358,2026-01-02,0.4333,1,8.3,0,0.7684,0.0735,3.5,0,365,0.0267,13.47,16.343061102963617
EMP04514,Riadh Dridi,Support,994332,2026-01-02,0.4667,0,8.4,0,0.7847,0.1821,2.0,0,365,0.4555,20.72,9.495385522682657
EMP04515,Slim Saidi,Logistics,2767752,2026-01-22,0.0645,1,6.3,1,0.8866,0.1256,4.0,0,105,0.0904,12.11,5.0
EMP04516,Rania Elloumi,Sales,2146988,2026-01-09,0.8214,1,1.5,0,0.9709,0.1973,3.0,0,365,0.0582,27.13,8.080508481060312
EMP04517,Slim Gharbi,Finance,1083320,2020-06-29,0.3333,0,64.4,8,0.8441,0.0534,2.5,0,59,0.0104,29.18,15.436323652786617
EMP04518,Ahmed Hamdi,Logistics,5406399,2025-07-22,0.0968,2,11.4,1,0.8395,0.2098,4.0,0,164,0.0304,25.47,5.0
EMP04519,Hamza Boujemaa,Support,2760254,2023-05-02,0.7419,1,34.7,5,0.7456,0.1976,3.0,0,269,0.4505,16.26,22.900437712952193
EMP04520,Lotfi Elloumi,Sales,3456957,2026-08-08,0.3871,1,2.1,0,0.7406,0.1674,3.5,0,365,0.0498,4.39,4.05264848115688
EMP04521,Ahmed Chahed,Support,935357,2026-04-11,0.9667,0,2.6,0,0.863,0.2001,2.5,0,365,0.1707,7.94,7.9656121248731315
EMP04522,Sirine Khemiri,Finance,7334310,2026-03-26,0.0645,2,1.2,1,0.8775,0.0652,4.0,0,37,0.1296,49.8,1.5832656800214702
EMP04523,Rim Khlifi,Logistics,1263439,2024-12-23,0.3548,0,21.6,1,0.8816,0.1112,3.0,0,288,0.1487,44.31,11.424294419768984
EMP04524,Ines Meddeb,Logistics,2399889,2026-06-18,0.129,1,1.5,1,0.915,0.0841,3.0,0,172,0.0116,33.23,2.149806959909888
EMP04525,Cyrine Ben Ali,Finance,1124787,2025-11-22,0.1,0,4.3,1,0.9434,0.0757,2.5,0,343,0.1202,36.15,2.8929553303535886
EMP04526,Rachid Jedidi,Support,1136080,2014-09-23,0.8387,0,133.1,2,0.809,0.1512,2.5,0,237,0.0423,0.89,27.257176136275053
EMP04527,Asma Boukthir,Sales,3077162,2020-01-13,0.7333,1,70.3,1,0.8317,0.1778,3.5,0,314,0.0739,39.87,27.73044139535981
EMP04528,Yassine Tlili,Sales,3299687,2026-02-07,0.9355,1,1.6,1,0.8536,0.1664,3.5,0,339,0.0955,14.61,9.419010904360158
EMP04529,Houda Bouzid,Support,2412226,2016-02-18,0.3226,1,122.7,19,0.751,0.1191,3.5,0,286,0.364,22.47,14.292192911160447
EMP04530,Manel Laabidi,Logistics,913400,2024-03-28,0.9677,0,19.1,2,0.6339,0.1377,2.5,0,70,0.4577,42.04,23.68510956323704
EMP04531,Nadia Khlifi,Engineering,3310557,2019-06-19,0.129,1,77.5,8,0.8656,0.0954,3.0,0,178,0.0041,28.68,12.600451607719052
EMP04532,Ines Trabelsi,Sales,1397129,2026-02-17,0.0323,0,4.4,1,0.7804,0.1842,2.5,0,187,0.1351,36.01,0.0
EMP04533,Samira Cherif,Sales,1076077,2026-06-13,0.5806,0,1.1,1,0.9767,0.134,2.0,0,314,0.0302,25.09,5.425391755520895
EMP04534,Dorra Tlili,Support,1155979,2023-03-09,0.9677,0,31.7,5,0.7774,0.1653,2.5,0,169,0.2358,8.55,26.431362071294405
EMP04535,Hamza Ben Ali,Finance,3588412,2026-01-31,0.7,2,2.6,0,0.7945,0.1371,3.5,1,365,0.1977,23.29,3.5793845353012568
EMP04536,Rania Mejri,Engineering,6288636,2023-02-21,0.6,2,32.9,4,0.7915,0.1673,3.5,0,109,0.427,3.74,19.130334967167705
EMP04537,Nizar Bouzid,Support,3804454,2026-04-18,0.2581,2,2.7,1,0.893,0.2322,4.5,0,299,0.1954,36.22,2.9065622635230928
EMP04538,Adel Riahi,Sales,1047808,2026-02-14,0.5484,0,6.0,0,0.8021,0.1517,2.0,1,365,0.4484,10.61,1.3347454849240528
EMP04539,Nesrine Mechri,Finance,7488326,2022-01-28,0.9355,2,55.0,6,0.7065,0.0712,4.5,1,9,0.1987,46.04,25.005725320257266
EMP04540,Tarek Belhadj,Support,931947,2022-11-06,0.7419,0,42.5,1,0.8325,0.1294,3.0,0,128,0.1934,20.75,23.16871937239202
EMP04541,Sawsen Nasri,Support,6632554,2026-04-30,0.1333,2,1.1,1,0.9337,0.1344,4.0,0,173,0.0749,9.77,3.052344169978613
EMP04542,Anis Yahyaoui,Finance,5961721,2026-08-16,0.6333,2,1.1,1,0.825,0.0578,4.0,0,325,0.0809,49.78,6.724081997947142
EMP04543,Tarek Jebali,Sales,834717,2023-05-27,0.9355,0,36.1,5,0.8006,0.2298,2.0,0,236,0.0613,14.18,26.124827904818172
EMP04544,Sami Hamdi,Finance,1000526,2026-01-01,0.9677,0,2.9,0,0.9599,0.089,2.0,0,365,0.1293,29.29,8.39667257550905
EMP04545,Bechir Bensalem,Finance,6753255,2025-05-17,0.6129,2,14.1,0,0.9939,0.0886,4.5,1,365,0.3109,16.91,13.555528569798192
EMP04546,Rachid Belhadj,Finance,2414880,2021-05-16,0.6774,1,60.2,1,0.8539,0.1186,3.5,0,227,0.0732,17.49,27.20802270776911
EMP04547,Aymen Dridi,Engineering,3098360,2019-03-05,0.6452,1,89.5,4,0.8825,0.1731,4.0,0,258,0.0672,2.15,28.439727204589992
EMP04548,Lotfi Chahed,Engineering,2630825,2022-12-28,0.9,1,39.9,0,0.7219,0.0801,3.0,0,365,0.1209,42.78,31.483848442090622
EMP04549,Mehdi Saidi,Engineering,4775936,2025-04-02,0.9355,2,16.9,1,0.6929,0.1669,3.5,0,63,0.2281,41.19,26.648665747716738
EMP04550,Adel Mechri,Support,3595589,2025-03-24,0.1667,2,7.4,1,0.8549,0.1497,4.5,0,293,0.1054,8.39,10.387628701751668
EMP04551,Mariem Chahed,Logistics,1664841,2022-01-16,0.0667,1,45.5,7,0.8254,0.1987,3.0,1,8,0.3286,3.11,0.0
EMP04552,Yasmine Ayari,Support,891475,2025-10-21,0.8,0,1.1,1,0.8855,0.1015,2.5,0,72,0.0278,21.43,7.689118499832136
EMP04553,Amira Belhadj,Logistics,1405266,2016-01-27,0.2581,0,123.3,13,0.7149,0.1644,2.5,1,27,0.378,20.34,0.0
EMP04554,Samira Belhadj,Support,1338854,2026-02-13,0.0645,0,4.6,0,0.8507,0.2312,2.5,0,365,0.112,14.62,0.0
EMP04555,Asma Meddeb,Finance,3639121,2024-08-31,0.1935,2,16.2,2,0.8813,0.0419,4.5,0,181,0.0997,38.5,11.418278494100337
EMP04556,Leila Laabidi,Finance,7931668,2013-07-31,0.4839,2,148.5,11,0.7815,0.0992,4.5,0,356,0.3503,4.99,20.634494363490305
EMP04557,Aymen Bouzid,Support,2871945,2020-06-09,0.8387,1,74.5,3,0.975,0.2149,3.5,0,266,0.0159,44.67,33.70361818438181
EMP04558,Zied Chahed,Engineering,1814893,2011-07-13,0.5484,1,180.1,13,0.8877,0.0658,4.0,0,110,0.0552,44.97,26.397608395047587
EMP04559,Bilel Meddeb,Support,2191990,2014-01-26,0.3667,1,148.5,12,0.9109,0.1675,3.5,0,26,0.1667,2.99,20.941147085871226
EMP04560,Asma Dridi,Engineering,3202844,2022-03-18,0.4667,1,48.9,0,0.9253,0.1579,3.5,1,365,0.3014,1.93,12.81844849454542
EMP04561,Rim Chahed,Support,1491344,2024-10-02,0.6452,0,17.5,0,0.8539,0.1823,3.0,0,365,0.1571,18.83,17.97274356698518
EMP04562,Dorra Nasri,Support,937412,2021-02-28,0.871,0,55.9,4,0.8353,0.241,2.5,0,123,0.0017,33.1,30.328041753909066
EMP04563,Houda Boujemaa,Support,3372734,2025-10-08,0.8387,1,2.6,1,0.8723,0.2431,2.5,0,301,0.3433,9.51,6.749828240515266
EMP04564,Hamza Chahed,Finance,7697887,2026-03-01,0.2667,2,6.3,1,0.8673,0.0724,4.5,0,59,0.1116,48.35,13.094037004565314
EMP04565,Hana Boughanmi,Engineering,2135975,2021-07-02,0.6786,1,55.6,1,0.8331,0.0616,3.5,0,146,0.2048,15.59,27.80505064826202
EMP04566,Cyrine Mansour,Logistics,871490,2026-05-27,0.0323,0,1.1,0,0.7114,0.1242,2.5,0,365,0.2584,33.42,0.0
EMP04567,Khaled Ben Ali,Engineering,3214819,2013-03-22,0.0323,1,159.3,25,0.9527,0.157,3.5,0,340,0.0081,26.73,5.0
EMP04568,Karim Riahi,Finance,4705857,2025-10-21,0.2857,2,3.6,0,0.7006,0.086,4.5,0,365,0.1029,14.67,10.183321222848793
EMP04569,Maher Meddeb,Logistics,2031504,2024-09-24,0.0323,1,15.2,2,0.8125,0.1285,3.0,0,259,0.0825,37.63,3.173080077823411
EMP04570,Hichem Belhadj,Logistics,881818,2013-07-07,0.8667,0,155.6,21,0.8408,0.1725,2.5,0,103,0.1203,8.75,28.62229902602794
EMP04571,Rym Chahed,Sales,1126405,2024-11-27,0.7333,0,11.8,1,0.7291,0.2,2.5,0,269,0.4704,44.57,16.146975412025476
EMP04572,Hajer Zouari,Logistics,1640187,2026-03-12,0.5333,1,1.1,1,0.8862,0.1654,3.5,0,123,0.0648,26.68,6.039715921057824
EMP04573,Riadh Mejri,Sales,1997183,2025-11-29,0.1667,1,9.2,1,0.8306,0.1783,3.5,0,235,0.0728,23.86,9.141771379340785
EMP04574,Olfa Ayari,Logistics,1241644,2024-12-21,0.0968,0,18.4,3,0.6707,0.1806,2.5,0,212,0.4827,43.88,0.0
EMP04575,Rim Oueslati,Support,3241472,2025-12-25,0.7097,1,6.9,0,0.8572,0.1188,3.5,0,365,0.3663,30.61,22.088714780959428
EMP04576,Wael Cherif,Engineering,5202751,2025-10-03,0.6333,2,1.5,1,0.7473,0.1333,4.5,1,32,0.4332,37.31,2.9912203203912515
EMP04577,Ines Khemiri,Finance,2511060,2016-08-25,1.0,1,112.2,10,0.8724,0.1316,3.0,0,261,0.0399,16.82,38.412832662040564
EMP04578,Hichem Nasri,Sales,3063129,2007-01-20,0.871,1,228.2,2,0.7517,0.2716,3.0,0,348,0.2725,1.43,27.889913634593185
EMP04579,Ines Belhadj,Logistics,1359963,2011-04-24,0.0714,0,177.3,26,0.7979,0.1237,2.0,0,95,0.034,43.66,5.0
EMP04580,Riadh Cherif,Finance,3465876,2013-05-21,0.9355,1,151.3,25,0.9268,0.0701,3.0,0,100,0.1169,21.0,39.45597968264989
EMP04581,Riadh Mansour,Engineering,4031237,2026-07-31,0.1613,2,2.2,0,0.9977,0.1055,4.5,1,365,0.3116,11.15,0.11522145942801948
EMP04582,Zied Nasri,Engineering,2164959,2024-12-25,0.5806,1,11.8,1,0.7802,0.1606,3.0,0,48,0.2354,24.86,16.45724248824559
EMP04583,Asma Mechri,Engineering,4952676,2025-12-16,0.0645,2,6.5,1,0.7835,0.1544,4.0,1,43,0.3148,6.35,0.0
EMP04584,Nesrine Trabelsi,Engineering,5079747,2025-08-08,0.6129,2,9.3,0,0.8949,0.1521,4.0,0,365,0.0394,45.6,23.35041671208003
EMP04585,Aymen Mejri,Logistics,7075391,2026-04-26,0.9032,2,1.1,0,0.7333,0.1378,4.0,0,365,0.0741,28.16,9.328770020436055
EMP04586,Mohamed Hammami,Support,968182,2017-01-25,0.1613,0,107.3,12,0.7402,0.1615,3.0,1,34,0.2649,45.75,0.0
EMP04587,Riadh Gharbi,Finance,1010866,2025-12-19,0.2857,0,1.7,0,0.8896,0.1029,2.5,0,365,0.126,2.14,1.8992969409314684
EMP04588,Ahlem Mechri,Support,3231625,2025-01-28,0.8387,1,15.9,1,0.8077,0.1137,3.0,0,124,0.2379,15.59,27.403678367525163
EMP04589,Leila Gharbi,Logistics,1697062,2008-04-09,0.1429,1,213.9,22,0.8293,0.0871,3.5,0,253,0.0738,48.91,10.62594441099142
EMP04590,Rym Yahyaoui,Logistics,985121,2012-03-14,0.9,0,171.4,26,0.9044,0.1341,2.5,0,342,0.011,41.44,35.617467908672594
EMP04591,Imed Bouzid,Sales,2252658,2025-09-20,0.1,1,1.4,1,0.7978,0.1576,3.0,0,240,0.0947,43.84,1.304767276850676
EMP04592,Ahlem Tlili,Finance,7133410,2025-10-08,0.5,2,1.2,0,0.7499,0.0413,4.5,0,365,0.2111,22.52,5.634026007327866
EMP04593,Aymen Meddeb,Sales,1328973,2026-04-15,0.2903,0,2.8,0,0.7188,0.1488,3.0,0,365,0.1962,31.64,1.0044222982707411
EMP04594,Sawsen Cherif,Support,1708502,2017-08-02,0.9677,1,105.9,17,0.7893,0.1626,3.0,1,37,0.33,11.83,24.778511915309025
EMP04595,Slim Zouari,Support,1340657,2025-07-23,0.1333,0,3.4,1,0.8669,0.1123,1.5,0,71,0.0667,31.34,1.2367268070302135
EMP04596,Rim Ben Ali,Support,1869754,2025-07-09,0.3,1,14.0,1,0.8943,0.1313,3.5,0,331,0.02,8.38,13.614905617539616
EMP04597,Imed Khlifi,Sales,3617478,2021-12-30,0.6774,2,45.7,5,0.8192,0.292,4.0,0,34,0.2266,16.77,24.856628817137143
EMP04598,Sawsen Tlili,Support,3369758,2026-03-08,0.9667,1,6.7,0,0.9202,0.1145,3.0,1,365,0.2513,30.34,23.36719301355707
EMP04599,Sonia Mansour,Finance,6693684,2016-10-07,0.3226,2,117.0,7,0.704,0.0968,4.5,1,20,0.522,18.37,1.9102121558660903
EMP04600,Wael Boujemaa,Logistics,1254036,2007-02-08,0.3548,0,236.0,6,0.7505,0.1195,2.5,0,293,0.3787,7.18,10.900528319160308
EMP04601,Mariem Khlifi,Finance,7709877,2024-12-16,0.9,2,21.4,1,0.8032,0.0654,4.0,0,340,0.2078,41.73,29.961237335948343
EMP04602,Wafa Yahyaoui,Engineering,1503927,2025-05-27,0.3571,1,8.5,1,0.7712,0.1593,3.5,0,147,0.1465,14.83,12.003915752343211
EMP04603,Sami Jedidi,Support,1334479,2020-12-31,0.6452,0,66.6,5,0.9534,0.1195,3.0,0,164,0.0031,18.93,29.455650407650392
EMP04604,Adel Chahed,Logistics,3334530,2025-08-08,0.129,1,4.9,0,0.8397,0.097,3.0,0,365,0.0705,39.59,3.7685780520282783
EMP04605,Nadia Zouari,Engineering,7910537,2020-12-27,0.2667,2,63.3,8,0.7165,0.0554,4.5,1,9,0.4484,4.63,3.571765776687828
EMP04606,Sirine Jebali,Engineering,3143706,2025-12-15,0.4516,1,1.0,0,0.9075,0.0964,3.0,0,365,0.0263,25.84,5.656210656164401
EMP04607,Leila Bensalem,Finance,2887547,2025-11-06,0.4333,1,5.2,1,0.7652,0.1091,4.0,1,25,0.2872,47.05,4.719639729127578
EMP04608,Ahmed Meddeb,Sales,802977,2026-06-28,0.9677,0,2.1,1,0.8055,0.263,2.5,0,300,0.1197,41.06,7.911292485323595
EMP04609,Amira Yahyaoui,Finance,2228582,2025-07-19,0.8387,1,8.2,1,0.9254,0.0809,3.5,0,100,0.0282,47.25,30.665892355117595
EMP04610,Skander Nasri,Sales,1017114,2022-11-10,0.7333,0,36.4,4,0.9321,0.2871,2.5,0,211,0.0821,4.54,27.305314300684852
EMP04611,Yasmine Hamdi,Engineering,1592688,2009-02-25,0.5,1,203.6,6,0.866,0.1127,3.5,0,207,0.0984,30.86,23.42115891103709
EMP04612,Mariem Meddeb,Finance,3615526,2014-04-23,0.9677,2,147.2,9,0.8021,0.114,4.0,0,167,0.3792,23.75,36.77051646059243
EMP04613,Wael Ayari,Sales,1129934,2025-12-19,0.8667,0,4.2,0,0.9267,0.1208,2.5,0,365,0.1851,6.81,25.663467037023672
EMP04614,Nizar Boujemaa,Support,832419,2017-02-21,0.3226,0,110.5,8,0.8479,0.1319,2.5,0,284,0.1727,7.2,13.324830750472934
EMP04615,Rim Yahyaoui,Finance,1245399,2011-11-29,0.7742,0,171.8,21,0.8214,0.1114,2.0,1,15,0.3505,35.58,16.138691731825055
EMP04616,Ons Bensalem,Support,2667980,2025-07-31,0.0714,1,6.1,1,0.7817,0.2037,3.5,0,213,0.1085,3.42,2.929979622411271
EMP04617,Houda Ayari,Sales,1012615,2024-10-30,0.7419,0,18.7,2,0.8632,0.2307,2.5,0,174,0.0941,49.82,22.252660232744155
EMP04618,Fatma Khemiri,Support,1052619,2021-12-29,0.1667,0,53.2,0,0.9916,0.2462,3.0,0,365,0.0963,9.27,9.12604300531973
EMP04619,Khaled Ayari,Finance,2932539,2024-11-23,0.3,1,21.5,1,0.9079,0.1092,3.5,0,302,0.0266,18.82,14.97780156799449
EMP04620,Wael Khlifi,Support,1275060,2010-05-29,1.0,0,192.0,22,0.8214,0.1308,2.5,0,75,0.0285,43.4,34.81752987198659
EMP04621,Rym Khemiri,Engineering,7482147,2024-10-25,0.4516,2,23.6,0,0.8351,0.118,4.0,0,365,0.2582,36.32,15.653446977167695
EMP04622,Mohamed Mejri,Finance,6689660,2023-05-31,0.4516,2,38.5,5,0.7293,0.093,4.0,1,42,0.248,31.48,9.22312634118339
EMP04623,Amine Nasri,Logistics,3374990,2023-09-05,0.5667,1,26.4,4,0.7539,0.1814,3.0,1,28,0.4294,21.02,7.243151968951321
EMP04624,Hatem Chaabane,Engineering,2497431,2025-10-28,0.3226,1,4.4,1,0.9001,0.0765,3.5,0,101,0.1435,40.68,11.53169175218067
EMP04625,Mohamed Belhadj,Engineering,4589328,2022-04-30,0.2258,2,46.2,5,0.9082,0.173,4.0,0,164,0.0326,17.43,17.43004716835256
EMP04626,Asma Tlili,Finance,7712219,2024-01-21,0.6774,2,21.0,3,0.7352,0.1201,4.5,0,315,0.0751,49.52,24.946497229306217
EMP04627,Asma Cherif,Logistics,1177569,2013-02-15,0.7742,0,154.2,21,0.6772,0.1386,2.0,1,3,0.544,34.8,3.9480809674647723
EMP04628,Hana Nasri,Finance,2720820,2016-07-06,0.7097,1,120.5,4,0.9228,0.0514,3.0,0,212,0.0616,19.1,33.24974924446985
EMP04629,Lotfi Laabidi,Finance,2391522,2019-07-08,0.8571,1,79.6,4,0.8718,0.0596,3.5,0,295,0.1024,13.12,34.00219866616342
EMP04630,Manel Bouzid,Logistics,1279951,2006-02-15,0.3871,0,237.8,10,0.9826,0.0851,2.5,0,299,0.0675,44.04,18.892200323739505
EMP04631,Afef Jedidi,Logistics,1252560,2025-11-21,1.0,0,2.3,0,0.8274,0.1308,2.5,0,365,0.0127,16.16,8.215348157020822
EMP04632,Ahlem Jebali,Support,1523087,2011-11-06,0.871,1,170.7,26,0.8983,0.1401,4.0,0,257,0.3328,8.56,31.519373377330933
EMP04633,Lotfi Hammami,Support,1272766,2025-08-06,0.7097,0,4.5,0,0.9686,0.1401,2.5,0,365,0.2779,46.33,18.684294477609154
EMP04634,Samira Dridi,Finance,829715,2025-06-20,0.8333,0,5.2,1,0.8385,0.1052,2.5,1,39,0.2304,35.27,13.298062729731791
EMP04635,Bechir Hammami,Logistics,2660859,2020-09-05,0.7097,1,70.5,5,0.9565,0.1425,3.0,0,155,0.0156,46.22,32.3652020551673
EMP04636,Afef Yahyaoui,Engineering,1774694,2026-06-13,0.4194,1,2.0,0,0.7964,0.0519,2.5,0,365,0.1866,44.1,3.7410804116944663
EMP04637,Houssem Trabelsi,Engineering,5073913,2014-03-10,0.5667,2,145.2,0,0.9737,0.1444,4.0,0,365,0.3302,1.1,24.58303926073035
EMP04638,Ines Trabelsi,Engineering,2918567,2010-12-20,0.9677,1,185.3,5,0.8291,0.0817,3.0,0,182,0.2577,25.44,34.89215041090641
EMP04639,Imed Khemiri,Finance,2538795,2017-03-15,0.5333,1,114.1,7,0.7966,0.1093,3.5,0,75,0.1089,46.5,23.579519364326256
EMP04640,Skander Bouzid,Finance,2172500,2026-05-25,0.6452,1,2.9,1,0.6501,0.0419,3.5,0,248,0.4708,36.99,5.01178980748249
EMP04641,Nadia Chaabane,Sales,5999181,2021-10-28,1.0,2,48.1,4,0.8717,0.1902,4.5,0,232,0.1466,1.47,38.7671662563896
EMP04642,Amine Boujemaa,Engineering,1150078,2010-02-28,0.9667,0,199.0,28,0.9259,0.0577,2.5,0,17,0.0093,42.97,37.18054886774265
EMP04643,Sami Ben Ali,Logistics,5823786,2025-05-21,0.4333,2,5.8,1,0.8878,0.1669,4.0,0,75,0.1376,42.65,16.527476645705125
EMP04644,Amira Khemiri,Sales,7865052,2012-07-31,0.9355,2,158.9,26,0.9151,0.2558,4.5,0,255,0.183,7.47,39.74175709044462
EMP04645,Walid Cherif,Finance,2158825,2007-06-01,0.4516,1,225.4,21,0.8951,0.1005,3.0,0,236,0.0407,24.62,19.633722025249952
EMP04646,Leila Bouzid,Logistics,1286156,2021-09-07,0.5161,0,58.2,3,0.8516,0.128,3.0,0,151,0.002,4.74,19.72782456190398
EMP04647,Houssem Chahed,Finance,5450305,2025-03-04,0.5667,2,8.5,0,0.9564,0.0869,4.5,0,365,0.3373,30.98,22.38538632172308
EMP04648,Sawsen Jebali,Finance,1003937,2024-07-10,0.0714,0,18.8,2,0.991,0.1268,2.5,0,190,0.1534,8.54,2.7568062468425403
EMP04649,Anis Jebali,Engineering,2030069,2023-11-16,0.7097,1,26.2,4,0.7902,0.0896,3.5,1,26,0.3509,44.43,16.077985793899323
EMP04650,Bechir Belhadj,Logistics,7378588,2015-10-04,0.3871,2,125.2,1,0.8899,0.2188,4.0,0,119,0.0991,46.49,18.495488593575992
EMP04651,Houda Hammami,Finance,3332655,2026-07-21,0.3226,1,2.7,0,0.8595,0.1029,3.5,0,365,0.3232,45.62,3.1442930459745813
EMP04652,Manel Belhadj,Finance,1368079,2025-02-09,0.5714,0,12.2,1,0.9181,0.0539,2.0,0,294,0.0955,44.18,16.290694339384046
EMP04653,Aymen Trabelsi,Engineering,5081516,2025-11-21,0.0968,2,1.4,1,0.8447,0.1268,4.5,0,142,0.1434,9.87,2.1562685397925705
EMP04654,Slim Chahed,Sales,1653399,2023-06-08,0.0968,1,29.9,0,0.8645,0.2602,3.0,1,365,0.2912,26.31,0.0
EMP04655,Sami Hamdi,Finance,6994584,2016-08-22,0.9677,2,112.3,14,0.7997,0.1036,4.0,0,217,0.2354,0.23,33.68207378923274
EMP04656,Slim Chaabane,Finance,2106997,2023-08-28,0.2258,1,27.3,0,0.7652,0.0465,3.5,0,365,0.0104,4.85,11.701570806376747
EMP04657,Yassine Boukthir,Engineering,4524924,2026-01-06,0.4839,2,4.2,0,0.7821,0.1548,4.5,0,365,0.1692,1.06,17.378212574490103
EMP04658,Sirine Bensalem,Sales,1255236,2015-03-17,0.6452,0,132.1,9,0.8182,0.2185,2.5,0,39,0.0629,13.99,20.89216658835913
EMP04659,Skander Mansour,Logistics,3357305,2013-10-14,0.5667,1,150.1,25,0.8418,0.158,3.0,0,352,0.0847,45.07,23.404686282205212
